S0306452297003126
S0306452212009785
S0306452299003139
S0306452298006484
S0306452201002603
S0306452211001230
S0306452299001840
S0306452206012292
S0306452204001265
S0306452297001450
S0306452299004029
S0306452207000899
S0306452200005248
S0306452205008146
S0306452205003519
S0306452211007858
S0306452205004379
S0306452299005692
S0306452202002555
S0306452206001072
S0306452202007996
S0306452206005355
S0306452206005161
S0306452212008597
S0306452297005848
S0306452211012978
S0306452203006304
S0306452201001051
S0306452298005181
S0306452206010748
S0306452205013230
S0306452211003800
S0306452297004132
S0306452298005958
S0306452296005398
S0306452202003263
S0306452206011110
S0306452297002972
S0306452201003104
S0306452209003315
S0306452204006025
S0306452201005760
S0306452201001737
S0306452201001543
S0306452210000989
S0306452212004289
S0306452204004014
S0306452203002008
S0306452200004085
S0306452203006146
S0306452207000693
S0306452205008031
S0306452205006998
S0306452206010098
S0306452204003033
S0306452202002373
S0306452207003247
S0306452206015211
S0306452210012066
S0306452210002745
S0306452211011766
S0306452202007005
S0306452208008695
S0306452298004424
S0306452210002198
S0306452206006622
S0306452208018423
S0306452212004009
S0306452299800013
S0306452208010798
S0306452210013011
S0306452298001341
S0306452208001723
S0306452204011443
S030645220201000X
S0306452206015302
S0306452298000372
S0306452206013790
S0306452201001129
S0306452201003529
S0306452299004236
S0306452206003162
S0306452204006232
S0306452202009582
S0306452206005045
S0306452299000305
S0306452207001741
S0306452211009225
S0306452208007719
S0306452201003840
S0306452204004804
S0306452207005398
S0306452205001260
S0306452211001515
S0306452208010373
S0306452210015587
S0306452212009335
S0306452212011906
S0306452208017156
S0306452204006384
S0306452212009761
S0306452209005399
S030645220800016X
S0306452296900123
S0306452210009346
S0306452203008686
S0306452201001233
S0306452202001173
S0306452201003724
S0306452205009012
S0306452298004539
S030645220500970X
S0306452209006459
S0306452209009671
S0306452296006240
S0306452298007337
S0306452299004042
S0306452212011748
S0306452200004097
S030645220801035X
S0306452203006092
S0306452203005906
S0306452208011949
S0306452204000028
S0306452207001960
S030645220400051X
S0306452205003921
S0306452210002162
S0306452210007980
S030645220300887X
S0306452299000512
S0306452207014121
S0306452299001037
S030645229900531X
S0306452299005096
S0306452200001871
S0306452203004949
S0306452201005012
S0306452207001881
S0306452202000465
S0306452296005982
S0306452204003781
S0306452212004253
S0306452202008163
S0306452202006541
S0306452203007735
S0306452299001025
S0306452206011201
S0306452204008644
S0306452204000909
S0306452207006690
S0306452210005713
S0306452210004331
S0306452206004167
S0306452201002548
S0306452212012407
S0306452205014788
S0306452206017362
S0306452297003552
S0306452205003295
S0306452212001753
S0306452203003415
S0306452201000665
S0306452297006489
S0306452210013953
S0306452204001113
S030645220801871X
S0306452207010561
S0306452207000577
S0306452207004794
S0306452203008315
S0306452207010007
S0306452206001047
S0306452201004535
S0306452210012121
S0306452213000067
S0306452210013278
S030645220100152X
S030645229800565X
S0306452200003365
S0306452210013618
S0306452206010815
S0306452296006215
S030645220800095X
S0306452210010079
S0306452209020661
S0306452206001096
S0306452209018910
S0306452204008723
S0306452203005700
S0306452299005928
S0306452212010135
S0306452299004777
S0306452206017386
S030645220801734X
S0306452212004605
S0306452202009703
S0306452207000498
S0306452203005451
S0306452208013043
S0306452299002651
S0306452299004960
S0306452212002989
S0306452202004013
S0306452201002342
S0306452212008949
S030645229800284X
S0306452200002803
S0306452202001550
S030645229900127X
S0306452297003886
S0306452205015022
S0306452298004710
S0306452208002996
S0306452298003960
S0306452209011324
S0306452204010206
S0306452298006228
S0306452200001767
S0306452212004071
S0306452298004400
S0306452205006512
S0306452296006501
S0306452208008890
S0306452298000153
S0306452204003720
S0306452211001242
S0306452210006718
S0306452205013369
S0306452206001886
S0306452205013217
S0306452212010287
S0306452208000134
S0306452201005188
S0306452212009773
S0306452298003248
S0306452206014655
S0306452297003023
S0306452210006354
S030645220902082X
S0306452201004778
S030645220100094X
S0306452299004327
S0306452206009262
S0306452207001510
S0306452201003980
S0306452209015607
S0306452205009796
S0306452205011838
S0306452207012249
S0306452208016035
S0306452205011917
S0306452209007830
S0306452205005932
S030645229600406X
S0306452206008001
S0306452207000826
S0306452296830107
S0306452210014284
S030645220501081X
S0306452206006592
S0306452207009542
S030645221100738X
S0306452211008669
S0306452208014905
S0306452211012346
S0306452208011937
S0306452211002041
S030645220400048X
S0306452211006713
S0306452207003405
S0306452206017532
S0306452207016247
S0306452212007543
S0306452201006054
S0306452298004540
S0306452207014704
S0306452212000553
S0306452203004342
S0306452201003542
S0306452299005291
S0306452296005477
S0306452211000406
S0306452210004963
S0306452299000561
S0306452212010524
S0306452297002418
S0306452204007961
S0306452296004472
S0306452205010444
S0306452207003120
S0306452206014709
S0306452200005650
S0306452205010250
S030645220200180X
S0306452204006104
S0306452209007271
S030645221200509X
S0306452208014991
S0306452205010298
S0306452212009608
S0306452205003374
S0306452204004063
S0306452212005349
S0306452212011529
S0306452205007293
S0306452202009247
S0306452206003873
S0306452205008699
S0306452206011158
S0306452206011821
S0306452200002128
S0306452210015915
S0306452211005318
S0306452209015176
S0306452210007554
S0306452299004844
S0306452205006822
S0306452209017898
S0306452204007274
S0306452205002836
S0306452206005586
S0306452212000334
S0306452208009950
S0306452200000427
S0306452201002743
S0306452211010347
S0306452211009675
S030645221101308X
S0306452202006978
S0306452209011063
S030645220800972X
S0306452210008663
S0306452297006957
S0306452204011042
S0306452206005057
S0306452211006956
S0306452205006536
S0306452200004176
S030645220600515X
S0306452205000667
S0306452211009195
S0306452203005529
S0306452297004417
S0306452208008725
S0306452296807366
S0306452203003579
S0306452209018284
S030645220800835X
S0306452208001395
S0306452211008013
S0306452207000784
S0306452211005215
S0306452200004310
S0306452200001275
S0306452297001772
S0306452209018600
S0306452208012918
S0306452205010262
S0306452204009327
S0306452211012668
S0306452206011833
S0306452201002421
S0306452205003982
S0306452212003089
S0306452206003009
S0306452200891587
S0306452208009123
S0306452209005363
S030645221100577X
S0306452208002534
S0306452209018296
S0306452205001405
S0306452211010803
S0306452297004880
S0306452210015642
S0306452206016629
S0306452209003200
S030645220701367X
S0306452211005197
S0306452202001239
S0306452210012340
S0306452212000395
S0306452209000384
S0306452210015186
S0306452201003384
S0306452298002309
S0306452201005267
S0306452296006070
S0306452203001519
S0306452202002981
S0306452204007444
S0306452205013035
S0306452211012292
S0306452200003869
S0306452200002050
S0306452203008911
S0306452296006963
S0306452204009546
S0306452202002543
S0306452209014742
S0306452297006544
S0306452212009980
S0306452207007907
S030645221201007X
S0306452205003957
S0306452298003741
S0306452211008505
S0306452297001632
S0306452202009326
S0306452210013667
S0306452206013868
S0306452208013122
S0306452297001243
S0306452297002637
S0306452210016374
S0306452211003204
S0306452203008674
S0306452208006647
S0306452212010834
S0306452298004138
S0306452208004508
S030645220400171X
S0306452204009303
S0306452211011390
S0306452298004308
S0306452206015168
S0306452202003986
S0306452208003072
S0306452205011516
S0306452209018685
S0306452209002632
S0306452202001379
S0306452206001059
S0306452207003612
S0306452206017337
S0306452210014223
S0306452201005632
S0306452204005202
S0306452205000953
S0306452203006523
S0306452210011188
S0306452297005927
S0306452211009791
S0306452298001006
S0306452200003845
S0306452208010804
S030645221001225X
S0306452209011221
S0306452208003667
S0306452297000675
S0306452200000713
S0306452208015881
S0306452298002231
S030645220601520X
S0306452203000368
S0306452204007456
S0306452297003862
S0306452211010712
S0306452212004514
S0306452208006532
S0306452202005808
S0306452205005920
S0306452201003797
S0306452204005822
S0306452298004771
S0306452210002125
S0306452208011858
S0306452206007342
S0306452209017370
S030645220200547X
S030645221200680X
S0306452206005744
S030645221101298X
S0306452203009114
S0306452208006556
S0306452200000531
S0306452205012418
S0306452205007475
S0306452201001786
S0306452209002619
S0306452298004357
S0306452212003910
S0306452201001476
S0306452201004262
S0306452297004697
S0306452211013674
S0306452207004678
S0306452202008345
S0306452210007128
S0306452298004023
S0306452299004959
S030645220900400X
S0306452211007391
S0306452203008741
S0306452205006019
S030645220700173X
S0306452212008184
S0306452208010439
S0306452208017119
S0306452206008670
S0306452200001317
S0306452202000209
S0306452211011997
S0306452200001068
S0306452296004678
S0306452297000559
S0306452207008639
S0306452299002778
S0306452205011784
S0306452299003280
S030645221300002X
S0306452208016606
S0306452206007172
S0306452206002685
S0306452202004530
S0306452211007780
S0306452210010031
S0306452211004350
S0306452206005239
S0306452200002979
S0306452206001151
S0306452202007662
S0306452201003736
S0306452297003035
S0306452201002159
S0306452298002589
S0306452209011968
S0306452209015620
S0306452206006634
S0306452205013011
S0306452202000763
S0306452297001875
S0306452296007099
S0306452204000910
S0306452205002496
S0306452208013079
S0306452208013018
S0306452205005191
S0306452204002684
S0306452299005278
S0306452206006580
S0306452210009292
S0306452203008558
S0306452201001609
S0306452204008097
S0306452209002620
S0306452206010797
S0306452209001110
S0306452212005507
S0306452212006252
S0306452206010657
S0306452207012808
S0306452296005866
S0306452202007868
S0306452209016558
S0306452299001864
S0306452203008479
S0306452201004626
S0306452210002630
S0306452204002404
S0306452205006469
S0306452210007943
S0306452204001186
S030645221101195X
S0306452209014924
S030645220200221X
S030645220601311X
S0306452206017544
S0306452204001617
S0306452212003120
S0306452207006719
S0306452206009316
S0306452207004812
S0306452210008109
S0306452208003849
S0306452205007645
S0306452205003106
S0306452205001028
S0306452299002432
S030645220300215X
S0306452298007556
S0306452208012852
S0306452212005441
S0306452207003326
S0306452206012504
S0306452297003850
S0306452205005439
S0306452200005625
S0306452211014540
S0306452207009098
S0306452208010300
S0306452299004558
S0306452298800183
S0306452299002158
S0306452208008877
S0306452209016303
S0306452210016593
S0306452298000943
S0306452211001679
S0306452205005865
S0306452212002151
S0306452209000426
S030645221101150X
S0306452205010869
S0306452206005173
S0306452208001486
S0306452207003375
S030645221100710X
S0306452299002456
S0306452211014370
S0306452212007099
S0306452205014946
S0306452202004062
S0306452207005453
S0306452203008868
S0306452202008175
S0306452211007214
S0306452204002489
S0306452206013030
S0306452298001626
S0306452204011017
S0306452207015679
S0306452209003972
S0306452200002426
S0306452203004251
S0306452210014144
S0306452298006113
S0306452212006173
S0306452211009808
S0306452210003714
S0306452298000414
S0306452204002775
S0306452297003692
S030645220500429X
S0306452210000825
S0306452209010732
S0306452204002659
S0306452206011195
S0306452208008683
S0306452205007098
S0306452207014820
S0306452202003524
S030645220601760X
S0306452202007443
S0306452209020673
S0306452211009092
S0306452297000109
S0306452207001650
S0306452299004376
S0306452206006166
S0306452212009694
S0306452212009189
S0306452205008109
S0306452297005538
S0306452201002809
S0306452201004936
S0306452200003717
S0306452208016060
S0306452211006324
S0306452210006299
S0306452208018538
S0306452205006238
S0306452211012917
S0306452205007086
S0306452211003897
S0306452296830041
S0306452207008147
S0306452210016271
