S1047279703002448
S1090379805000784
S1096719207003459
S0950705107001050
S0921448812000570
S0304885307005203
S0163445305007139
S0040603110001292
S0924013607010370
S016773221200284X
S0959804906008045
S0360319912002029
S0013794409003075
S0006291X07015410
S0911604408000547
S0925231204003996
S0141813011003850
S0040403913010216
S1079979611000933
S0096300308004645
S0885200603000668
S0168900209017987
S0012160607006471
S0166685110002550
S0022283607004378
S0278691509002014
S0009912006000890
S1871259208000038
S0753332210002283
S0195666306003497
S1010603008000129
S0305054803000777
S001379520200025X
S0959289X10000804
S090150270390511X
S0022519396903203
S0030402612006705
S0261306904001141
S002243751300073X
S0195666306002285
S1631073X12001203
S0924796309002309
S1047320309001321
S1871141310004579
S0890509608002434
S0163445305007061
S000926141200259X
S0148619504000840
S1567576911000701
S0168010206002501
S0923181104003019
S0040609010010849
S0346251X12000747
S0361923011001869
S019566630600345X
S0141813013002675
S0967586812003396
S0169500209005042
S0099239908000897
S0016508508018842
S0378113510003433
S0360319907002364
S0195666306002728
S0163445305007279
S0924013607010102
S0034528810003358
S026151770900106X
S0964569106001475
S1007570409004158
S0378377410002398
S1742706110003806
S037811191301024X
S0165237004001093
S109671920900256X
S009286741100434X
S0753332208000632
S0195666306002935
S0168900204011362
S0006291X05017730
S1542356513010422
S0375960106017166
S0022311507010240
S0024320509004044
S0049384805001623
S0003267010006884
S0022282807008929
S0378375802001064
S0168900210027701
S0924013607010527
S0894177707000167
S0163445305007309
S002228280700939X
S0924013604009537
S0927776508003457
S0168583X09005485
S0378595509002950
S0168900207010078
S1872497307001639
S0167876007000670
S0304394011005489
S0966327403000546
S0165011406005100
S0012160607006008
S1072751509001215
S0755498209004321
S0304389407016585
S0272884213005269
S0163445305005967
S0925443904000584
S0968432807000911
S0167011511001741
S0149291808004050
S0168900211011855
S0925838804005031
S0024320504007556
S0741521411006938
S0197018607001799
S0925477302003477
S0022282807009406
S0720048X10006091
S002228280700956X
S0144861711003456
S152169421300082X
S0167577X13002280
S2211947711700012
S0022437513000595
S0260691711000736
S0309174010003748
S0923181104003020
S092547730200299X
S0263876211000190
S1386653209002315
S0924013607010199
S0263224106000029
S0167577X06000905
S0022282807009625
S1007570406001900
S0024379509005928
S0925838809023263
S0022103113000589
S0901502703904930
S0045782510003415
S0360544206001447
S0012160607005933
S037596010700268X
S0009912011026427
S0032959200001266
S0277538709004239
S0020019010002905
S0307904X11007712
S0090825807010402
S0195666306002467
S0195666308001621
S1521694204000695
S0924424711003761
S0378775309013457
S0163445305006109
S0006291X08025072
S0012160607005982
S0012160607006112
S0022039604002852
S0029801807000583
S0163445305006092
S0167577X0601055X
S0168827813001219
S0197018612002318
S1045235407000639
S0924013607010400
S1553838909002863
S001216060700509X
S0892036207003054
S0923181104002920
S0040609010012435
S0367326X09001063
S0924203101002077
S0041134507011463
S0018506X07000785
S0169809512004267
S0022437513000881
S0925400507000445
S0022311507009993
S016344530500681X
S016801020700644X
S016344530500719X
S0266435606002270
S2211464511000169
S0738081X06001428
S0304383511007580
S0195666306003011
S0010945209000252
S0022282807009029
S0014480009000276
S0898122109005070
S016651621200081X
S1742706111001206
S0304420307001405
S0096300307010004
S186592170900419X
S0141813008001712
S0264410X0200381X
S016502701000676X
S0022440504000809
S0195666306003102
S0892036207003005
S1084952107000900
S016727381000576X
S0278691512007855
S0925521410000852
S0022311507010045
S0167577X05000492
S0306452209018612
S0893965912002911
S0926337313002361
S0168827810004794
S1096495910002563
S0308814603000839
S030101041000501X
S0142961212001007
S009630030700389X
S095741741000240X
S1007570405000882
S1357272509000132
S0969698912001373
S1567133X02000534
S0009912006003122
S0378475409002390
S0013468607008845
S157082681000065X
S1269176304000720
S0168900201018356
S0022534712042279
S0006291X11020882
S0925753512001440
S1876034111000451
S0163445305007024
0168583X95008535
S0277953611004138
S0006291X97972600
S0022369707006063
S1046592812002380
S0160412009002359
S0166432811003536
S0923181104002919
S1880427612000415
S0921509304010792
S0277953610004533
S004113450501434X
S0022311507009828
S0278691509003020
S0301010410002016
S0223523409006011
S1096719207002910
S0196064406005531
S1096719207003204
S1567134813000270
S1090023307004510
S0195666306003436
S1097276509006911
S0308814609005846
S1007570409003657
S0031393912000418
S0093641312001097
S0304419X08000292
S0006291X0701710X
S0921453409000471
S0924013607004633
S0308814610014950
S0254058410006619
S0195666306003503
S0022437513000674
S0960852410013349
S0921453402008304
S0748798311000849
S0957417411009316
S0960076004001591
S0003269705000436
S0887233310000111
S0022437513000947
S0195666306003072
S1067251607001147
S1169833005003212
S001216060700646X
S0022437513001011
S0168827810008482
S135041771200171X
S1872497307001238
S0891584908007119
S0012160607005349
S0304389405005200
S0969806X10002884
S0304389406011976
S0195666306002662
S0011852412004515
S014486170800012X
S0142112310001854
S0378595509002433
S025789720800296X
S0022247X10007651
S0022282807009273
S0921510702002490
S0022072807006080
S1471595311001545
S1074761303002097
S0096300304004850
S0003347209005326
S1875176809001024
S0768917909002181
S0375947407005209
S1566253510000370
S0960852403002992
S0163445305006079
S0022311507010100
S0378595509002998
S1386142509003783
S0261306911004006
S1366554513000240
S0022282807009200
S1872497307001202
S0963868711000540
S1169833003005179
S0735193311000789
S0958694607001227
S0163445305006419
S0167923610000886
S0960894X0901405X
S0261306909005822
S0277953608000932
S1046202307001284
S1568997206001686
S0022407313002264
S026288561200128X
S0898122105003111
S0022460X10006693
S0006349506718732
S0015028211020139
S0011227508002063
S0260877405008022
S0304406802001040
S0196978112003063
S0167715202000202
S0012160607006288
S0263876209003062
S1078588402918964
S1297319X05000497
S0927776511003092
S0022311507010203
S0262885612001321
S1092913407000561
S0736574812003395
S0929693X07006264
S0925838808018707
S0304389406015147
S0144861711006400
S0039914011001925
S0304885307004908
S0306456503001001
S0167527312000903
S1874390011001364
S016344530500695X
S0168822707002343
S016771520700209X
s2.0-S9999999411001097
S0002937806003802
S0012160607006458
S0040402007011088
S0736584506000822
S092401360701059X
S0012160607006240
S0925477302003489
S000349751201315X
S0022282807009145
S0195666306002844
S0022522306021519
S0169023X06000231
S0957417410011814
S0031938413000504
S0925477302002976
S0753332210001630
S0022282806000824
S0377221707009551
S1744388105001258
S095741740901001X
S0038071707001691
S1631074804000311
S0346251X12000723
S0022311505000103
S0096300308001100
S025789720600538X
S0195666306003023
S0163445305006249
S0950061807000785
S0022283606001409
S0022000009001275
S1364032111005211
S0195666306003540
S0168583X06011566
S0149291810002651
S0006899307026145
S0022282807002386
S0022282807008930
S004873330800228X
S092401360701014X
S026130691200725X
S0163445305006511
S0168583X0601336X
S002231150701001X
S0952818003000862
S0267364907001161
S0968089605005432
S0967067X12000396
S0360319907002698
S1059131110003092
S0022103111000382
S0022282807009194
S0740547210001996
S0195666306002625
S0195666306003151
S026156140600197X
S0096300306006497
S0195666306003254
S0040609010004426
S0167865511003746
S0040402006005278
S0195666306002121
S0167715201001821
S0163445305006948
S0924013607010515
S0960977602904698
S0981942810002123
S1094553902903846
S0957417406000169
S0257897206007675
S1043466612000919
S1474706508003410
S0168583X0900768X
S0278239112010567
S1525861010000873
S0012160607005076
S1631071309001321
S0022311507009981
S0091305710001322
S0375960107012583
S0304401711002780
S0968432810000600
S105120041100090X
S0304885304001283
S0242648X10000241
S1384107604000363
S1062940807000204
S0894177707000283
S0022437513000844
S0141022909001458
S0254058411004147
S0167947309002692
S0003267004016952
S0163445305006225
S0927775706003530
S0022437513000558
S0168900202016133
S1877858509000035
S001216060700574X
S0040162505001733
S0391200010000774
S0929693X04005081
S016740480700003X
S0030401812002337
S0022282807009182
S1535610803000308
S0140197109000670
S0261306909000296
S0242648X10000083
S0222961707001596
S187249730700169X
S0925838808002235
S1569441009000169
S0014483511002260
S0308814608003269
S1359029412001173
S0272771408004630
S0141813013002225
S0966636200000692
S001216060700601X
S1534580703002065
S0167478107001510
S0959652612001370
S0022282807009339
S0008874905000535
S0924013607010448
S0261306907000532
S0883540304006175
S0304389409009443
S016344530500650X
S037877530800445X
S0195666306002406
S0141813006000390
S0957417407001698
S0012160607005532
S0195666306003321
S128645790500198X
S0955286308001113
S002076831000048X
S001216060700629X
S147305020600125X
S0022311507010161
S1566736713002410
S0040402011018953
S0022437513000686
S0090429513006134
S0360319912007628
S0016508508018775
S107476130080103X
S0163445305005888
S0012160607006434
S0378779608002885
S0040402007011428
S0145305X04000783
S096632741100102X
S0921509306001535
S1468121810003135
S0006349504736607
S0195666306002698
S0167865513002006
S1051200411001114
S0167527307012272
S0040403911014845
S1386142512004155
S0168583X0400833X
S0022309310003856
S0097849307001367
S0378874199001774
S022352340600273X
S1386947706000269
S0163445305006717
S0963996909002324
S1570023208006922
S1001841707004925
S105723170300002X
S0300483X06006196
S1078588402919313
S0921509304005453
S0040402013004663
S0168827805005180
S1297320311000801
S0925753511000737
S0012160607006069
S0927025606003089
S0016508506024760
S0012160607005039
S0254058407000776
S019566630600331X
S0040609009019907
S0040609010011284
S1748681506005195
S088354030252057X
S0142961208003232
S0927775708008492
S0921510702002556
S0929693X03006523
S0378517307009106
S0163445305007115
S0953756208001809
S0163445305006900
S0022282807009133
S0167577X0700064X
S0195666306002212
S2210650213000448
S0016508508018763
S0264410X12006779
S1470204512701754
S0039914009008637
S0723202006000488
S0014480010001085
S0092867408006120
S1296207405000063
S0960740409001017
S0960894X10014150
S0304885308003284
S0022437513000613
S0268401211001034
S0014483510000801
S1359645412004557
S0006349505731179
S0195666306002522
S0167278908001553
S0167577X05004520
S0304397503005309
S0195666306002777
S001216060700557X
S1369703X09001740
S1350449507000680
S0959652611003362
S0022282807009327
S0016508508018817
S014759670800019X
S0168605406000304
S0040609006001283
S0890509609002507
S0012160607006100
S0266353804000673
S0940960207000428
S0048733308000577
S0360835210000902
S0006291X07024758
S156717390900042X
S0263822302000855
S1364032107000068
S0378775311004885
S0022282807009108
S0262885608000450
S1877042810001552
S1059056008000919
S0012160607005374
S1526590005000829
S0022286007008344
S0008884607000695
S0195666312002735
S0168900203024409
S1521661612003105
S0304389404002122
S0753332208001650
S1644966513000939
S0098135406003152
S0163445305006134
S0304394010014916
S0096300311002281
S0960077902000462
S0924013607010369
S0040403913000087
S0163445305006195
S030438350800952X
S0006899306034792
S0304394012008658
S1877782110001025
S0923181104002890
S0195666306002753
S0003986107004468
S0378595509002986
S0195666306002455
S0924013607010175
S156611990800219X
S0142961211006533
S0001457506002004
S0163445305007619
S0092867412003376
S0030401812002246
S0040402007011416
S0923181104002981
S0306261909005571
S0195666306003047
S0924013607006292
S0166128008006684
S0010440X11001295
S0043135411004295
S0195666306002133
S0011852411001243
S0360319906000760
S0022024804011686
S0168159111002413
S0163445305007164
S0166218X1100309X
S0262885612001278
S0163445305006535
S0370269301008656
S092658050800068X
S0022231307003481
S0278691512007776
S0169772206001367
S0260877402000675
S0006291X09024449
S002228280700942X
S155072891000033X
S0040162512000406
S0022437513000923
S0278584609004242
S1434841111000148
S0166128007006574
S0031942212001045
S0242648X10000253
S0304388612001672
S0894731711002057
S0195666306003229
S1357272506003232
S0950061806002571
S1090023308002955
S0166354207001817
S000437020700046X
S0307904X10000533
S0022282807009510
S0022247X05011066
S1050641108001429
S0166128006008311
S1607551X1200246X
S135223100700578X
S0304383510002880
S0957417406001473
S0003497502049032
S0375960110005396
S0163445305007206
S0167577X12003953
S0171298513000909
S0167527307012260
S0021915002003696
S1169833003004460
S0012160607005003
S0141029606003348
S0163445305007401
S1359836812006397
S0753332208003041
S0096300301003393
S096007790600107X
S0006291X09002095
S0190740909001972
S0195666306002339
S1637408812000302
S0926580509000284
S0750765811000542
S0008621511002850
S1361311109000855
S001216060700663X
S1753193407004554
S1386418112000389
S0161813X09001685
S1877042810006695
S016344530500678X
S0924796308003072
S0022282807009169
S0195666306002820
S0304885304001635
S0021961412002947
S0169204606000284
S0039914004006824
S0143720806002282
S014181300800202X
S0020748908000254
S0003682X08002223
S0022311507010082
S1079210406007608
S0006295208003031
S0360319907001309
S0039914003000079
S0720048X08000661
S0898122111002987
S1619998710000851
S0040402013012465
S0924013612002178
S088394411000167X
S0038109806009483
S0163445305006365
S0168170204001212
S101390521000091X
S0012160607005702
S0304389401003855
S0042682209006771
S0165247807002027
S0030402611001252
S0925838808018069
S0736574813000671
S156611990700153X
S0163445305007085
S0092867409000701
S0020746211002022
S1872497307001743
S0306452209001717
S0026265X1000233X
S0163445305007188
S1297319X06000273
S1385894708004427
S0144861713005419
S0269749108000584
S0304389406014270
S0043135408005393
S0362546X0600054X
S092583880600569X
S0195666306003588
S0923250807001842
S095741741200454X
S1474706509000515
S0378475404001338
S0022437513000546
S1007570409001300
S0266435609000540
S0167268108001224
S0378874110004678
S0046817711003650
S1871259208000026
S0377042713000897
S0039602807000581
S0741521411029843
S0378111913007774
S1744117X06000918
S0016328707001991
S0893965907000444
S030094401100213X
S0022024812004228
S0304380004004016
S004938480500174X
S001429990501383X
S0012160607006422
S0012160607006070
S0167478107001492
S221282631200053X
S1566119905000297
S092151070200260X
S0277538707001799
S0022437513000716
S0301010410000078
S095869460600286X
S0140988310000770
S0264410X02002402
S0753332210001290
S0020746203001690
S0888327002002121
S0303720711005338
S0048969707009989
S1364032111002176
S0195666306002637
S0924013607010308
S1872207509600054
S0010938X0700220X
S0014579309008916
S1062940809000230
S0167642313000233
S0169433209001494
S1053077009003528
S0260877406003864
S1007570406002346
S1366007105000288
S1568494610000323
S0016508507005720
S0163445305007334
S138824810600066X
S0921510709002013
S0022282807009157
S002231150700997X
S1355030607000445
S0045653509007875
S0003269713002212
S138410761000134X
S002228280700898X
S0167577X06005775
S0168010207002453
S0925838810006377
S0267364908000691
S0022103105000764
S0011916409005992
S0145212609000071
S0167577X06011992
S016890020400052X
S0967066109000872
S0040609010012447
S0163445305006043
S0169433208000822
S0378720612000602
S0195666306002765
S0013468608013194
S0163445305006353
S1007570408000671
S0169433210000450
S1364032111004758
S1521661606007510
S0163445305007292
S092401360701028X
S0195666306003059
S0167268107001278
S0924013607010187
S000579160700016X
S0144861710001360
S0169433205011797
S0360319913020363
S004040201300358X
S0022395606002457
S0006291X06023345
S0141391006000498
S0360544207000473
S1074761300804781
S0040603106002061
S0168945206001282
S0190962209009530
S0960896610000702
S0950423008001460
S0731708511006200
S0045206806001003
S0195666306003643
S1094553902903950
S0263436809001486
S0261306910005856
S0195666306002364
S0957417408000390
S0304885307008682
S0883902609001049
S0377221706011398
S0012160607005921
S1872497307001548
S0163445305006638
S0377026507000395
S0163445305006481
S0261306913001015
S1753193407004463
S0360131502000222
S0022311507010070
S0144818805000189
S0022282807000491
S0735109711019504
S0360319907001711
S0301926805001518
S0378517310009245
S0360319907000663
S0022437513000911
S0896844608000417
S019566630600273X
S1466856407001427
S1286457905000833
S0098135409001744
S0304380002000716
S1359836808001145
S0032591009003477
S0924013607010436
S088523080900059X
S016158900300378X
S1877056808000054
S0039914012009514
S0267364909001897
S0261306909004105
S1226086X12000287
S1387700307000883
S0012160607006021
S0016236107001299
S0168827802001344
S1991790211000274
S1872497307001615
S0141022906002201
S0928098701002135
S0304885311003404
S1053249811002166
S0040609010011260
S1094553902903937
S0195666306002273
S0167701208001619
S0022437513001047
S0168170210003874
S0165237013001824
S0031320312001227
S1872497307001536
S1479666X12000352
S1094553913001119
S0893965905003344
S095656630100183X
S0921510707004886
S0151963812004668
S0965997808000811
S0268005X05001876
S0171298511002658
S0015028211022588
S0042207X06001849
S0378517312010599
S0022437513001059
S002532270900317X
S0092867408016097
S0924013604003590
S0006291X13001563
S0968016010000050
S0967586812001440
S0304885303006267
S0022247X05001794
S0012160607005519
S0049384805001611
S016344530500705X
S0001731010004679
S0883540311003172
S0022311507010148
S0021915008004590
S0720048X11004992
S0032386107005587
S2211913212007371
S0011224008000291
S0957417411003617
S1361920906000381
S0022311507009841
S0143974X08000114
S0268401212001284
S0165011405005725
S0167268111000710
S092552731100538X
S0040402007011076
S0003267008013457
S0022282807012047
S0304386X10000885
S0753332207001151
S1615161511000093
S0012160607002552
S0006291X08005998
S0145212610005801
S0378432010000679
S0092867403004367
S092583880901500X
S0142061505000347
S1878614611000080
S0955221905006461
S0925346702000332
S009174350500229X
S0015028213030197
S1246739105000825
S1090513806000675
S0248866304001559
S0377042705006746
S0924013607010217
S0921509308004371
S0753332210001459
S0167923612002813
S0021915013001901
S0022247X10008164
S0026271406003970
S1078817406000101
S0261306911004547
S0195666306002789
S0263436808001030
S0901502703002571
S1350630708000848
S0091674905012807
S0753332209001954
S0165232X08000402
S0264410X0600212X
S0020706312001215
S0957417412002746
019567019290059U
S0924013607010242
S0168900210027646
S016649721100023X
S0894177707001069
S0720048X02002115
S1096719207003423
S0378595509002974
S0022437513000698
S1878029611009984
S075333221000137X
S0040402010016534
S1364682601001158
S0268003312002690
S0168165605001288
S0264410X05004135
S0022247X09002169
S0141813011004715
S027153171300081X
S0254058407001678
S1743919111005607
S0169131707001445
S0166128005006640
S016766360900115X
S0960894X12008839
S0960077907007606
S0921510702002441
S0014483506001382
S1877131912000560
S0022459612002472
S0163445305005931
S0742051X06001892
S0753332210001836
S0924013607010503
S0956566398000256
S0022282807009352
S144395060600028X
s2.0-S999999941100081X
S1352231007000039
S0040402012015426
S0360319907001061
S0378432011001382
S0257897206006402
S1872497307001482
S0010440X11001891
S0378874111006349
S0306987712003374
S0022024812004277
S0003347203922718
S1532046406000931
S0003682X09001984
S0887618507001235
S0006291X11021607
S0753332209000419
S1383576913000561
S0012160607005945
S0022247X07008669
S1570023206003734
S0969806X07002836
S0921448811002574
S1872497307001500
S1567576913002919
S0924013607010412
S0141022906002213
S0379073810001027
S0958259209000807
S016612800800136X
S0048357509000145
S1567539406000971
S0360544206001071
S0197458005002174
S0892036207003030
S0035378708004207
S1058274611003090
S1872150807600734
S0266114407000568
S0901502703904917
S0360835209003040
S0223523406004399
S1098612X02001195
S0079610709000443
S016890020701707X
S0304393201001040
S0924013607010540
S0261560609000473
S0012160607006124
S0188440913000441
S0266353809003741
S0723202013000118
S0012160607006446
S0965856408000244
S0923181104002993
S0029801806002368
S0022282807005834
S0304485811001405
S0025540802007146
S1753193407004451
S0378595509003049
S1078588408004838
S0012160607005210
S0012160607005295
S0753332210001800
S1040842809001401
S0020138307002252
S1095643306002340
S1547527110014384
S1050464812002392
S1054139X09007095
S0921453409005838
S000326970600529X
S0301421513008446
S0022437513000996
S0927775708002653
S0223523410002904
S0022311507009877
S0014579310002814
S0272771413002898
S0024379506004344
S0163445305006742
S0022282807005743
S1083879110012656
S0956566307000073
S0888327010002918
S0011916411001469
S0003986108000957
S0098299707000866
S0921510702002416
S0031942202002352
S1674200111001878
S1364032106000694
S0891584913006217
S0308814611015676
S0147596709000651
S0002937813007096
S0928468009000297
S1090023307003772
S0163445305007310
S0149763404001198
S1872497307001640
S0022328X04002244
S0168583X05004829
S0304383505000704
S1046592806001252
S016344530500664X
S009630031100302X
S0924013607010205
S0094114X06000814
S0099176704008098
S0163445305007127
S0022286007008332
S1367912011003130
S0092867412003479
S0048733312001217
S0039914004002279
S0020748908000606
S0261306904002626
S0378874113002687
S019566630600225X
S0888327003000475
S0016236113004092
S0022282807009212
S0378113510003287
S0360544212003386
S0022311507009920
S0009898110003104
S0022282807009546
S037596010800563X
S0748798311000850
S0096300308001124
S0169204607001417
S0012160607005234
S1464343X09000211
S0022247X09000961
S0378775309001359
S0167701212004058
S002231150701015X
S0006899308020891
S1364682611002537
S1751499108000231
S0006291X1002156X
S0304389407004487
S0022314X07002405
S0195666306003473
S0960977602904832
S0925838808021592
S0720048X0900117X
S0926860X07007351
S1574789110000256
S0753332213000085
S0167478107001534
S0163445305006158
S0924013607010114
S0167527312008947
S0195666306002923
S0307904X07000352
S0012160607005325
S0732889307004117
S0011227510001360
S1472979211002137
S0092867410011815
S089396590700211X
S0360544207001028
S1567173912000508
S0378775302003981
S0022247X12001254
S0011852412003972
S0003491602962895
S0022247X12004003
S0165168405003476
S0163445305006730
S1424390312001354
S0254058405001392
S0022282807008899
S1574181810000170
S0022282807009315
S0195666306003746
S1359511312003030
S0030401813006846
S0022314X06000187
S0376871606004297
S0149291809003695
S0169814111001338
S0920996410000502
S1385110107000639
S0369811407000429
S0022282807009649
S1270963809000285
S0268005X10001396
S1877032011002314
S0022311507010008
S0031938412003320
S0160791X04000028
S0009250907002783
S0014299908001623
S0016328711000115
S1871553211000272
S0016508508014455
S0141813012000037
S1687197909000070
S0017931007004012
S0034528806001743
S0012160607005994
S0925477302003490
S0047259X04002143
S0263876211002073
S0168900207016270
S0022024812004198
S0022480412006294
S0040403907018242
S2214024713000804
S0141813012005077
S0029549312000842
S0012160607005957
S1056871908000312
S0346251X12001005
S1387700307003590
S0387760411001409
S0022534708017850
S0962629810001241
S0029801807001060
S0168165605001227
S1364032107001505
S1877065709002899
S0195666306002741
S0022282807008942
S0743731505000237
S0022437513000650
S0163445305006821
S1286011507002196
S0167198708002432
S0929664611001665
S002252231201505X
S0168583X09008726
S037821660500250X
S0022328X13002854
S1201971204000438
S0925772109001485
S0022191099001602
S1971349511000580
S0720048X11005444
S0016328708001158
S0163445305007073
S1074761306001737
S0303720711001572
S0167478107001546
S0012160607006252
S016344530500589X
S0261561408001088
S1054139X10001515
S0022282807009431
S092401360701148X
S0012160607005386
S0924224406003670
S0167577X09001396
S0272884213005944
S0301932207000675
S030439751100750X
S004579491000146X
S014019630300003X
S0013935109000127
S0163445305006729
S0257897213010475
S030881460200153X
S1297319X06000285
S0008874909001695
S0924013607010126
S1040618211003296
S1169833005003224
S0168900210015093
S0022460X07009078
S0014489411003511
S037859550900238X
S1053077008000499
S0378111905000387
S0921510702002520
S1872497307001664
S0016508507007962
S0167473001000236
S0195666306003175
S0168945209001885
S1368837503000988
S0008874912001633
S1359431113006686
S1470204512703017
S073657481200295X
S0022282807008991
S0163445305006432
S0925527307003052
S075333221000140X
S0736574812003310
S0165993607001847
S0360544205002690
S015196381201304X
S0012160607006513
S0376871612000622
S0092867405012754
S0043135409007660
S0163445305006808
S1567576906000038
S0195666306002960
S0753332207001175
S0169555X1000156X
S0017931007004309
S0163445305006055
S154996340800186X
S0006291X13015210
S030881460600968X
S0261306912008655
S002228280700908X
S0016508508010779
S1364032110002510
S0924977X10001859
S0378874109002311
S0195666306002224
S0039914012004833
S0021915008003924
S019566630600290X
S1350448708001923
S0304386X12002204
S0893965911003314
S0006291X12006936
S0028390808003766
S0195666306002170
S1319562X09000278
S0920548907001080
S0169136813001765
S0255270107002164
S0163445305006523
S1074761300801508
S0304885307000728
S0263224113001024
S0195666306003333
S0022311507009944
S0022282807009583
S0921452606007939
S0022311507010112
S0014256511001123
S1011134413000365
S1051200411000868
S0022024803020797
S0925527310000861
S095461110400486X
S0195666306002145
S0014299912001598
S0272735807000396
S0024379511007804
S0901502703905066
S0898656808001927
S0266435606002750
S0016508506022384
S0014579306000068
S0009261412002576
S0040609003000543
S000689930900050X
S0022282807008875
S0753332210001654
S0378375801002798
S0378432008001255
S1090951609000030
S0022437513000728
S0022282807009443
S0242648X10000071
S0038110108000804
S0720048X03001712
S0166128006003939
S0040609000019088
S1567173909000133
S0753332209001073
S0378595509003001
S0167715205003871
S0096300305007125
S0163445305006857
S0042207X1200084X
S138614251300125X
S2213846313000072
S0012160607005106
S0022282807005767
S037872060900144X
S1096495911002041
S0307904X12004015
S0144861705005321
S1067251608001385
S094029930700108X
S0145212605003127
S1568997213001146
S0260877408004597
S0376738801007578
S0022437513000753
S0021979709007565
S0306452211012772
S0163445305006389
S0160791X08000754
S0921509306019897
S1290072907001299
S0264410X04005225
S0924013607010539
S0738081X04001841
S1359835X12002175
S0022282807009364
S0960077907006601
S0195666306003758
S1872497307001627
S1366554508001464
S0901502703002303
S001650850700635X
S0040195113003168
S0065257109000582
S0195666306003370
S0957417408006490
S0022282807009224
S0163445305006985
S1359431107000610
S0263822310000401
S0043135401003554
S135518410600175X
S0920996407010420
S0921510702007481
S0888327005000191
S1048984310001980
S1471595312001618
S1386142511010730
S0195666306003564
S1569904808000165
S0968432811002265
S016890020401681X
S0022024801008739
S1550413110004456
S0169433207013505
S092479630900089X
S0377042706001981
S0923181104002968
S0584854709000275
S0163445305006444
S0012160607005556
S0040609005019735
S0304389407001781
S0013700608003205
S0039914005003139
S0048357509000558
S0223523411000808
S0957417408009020
S0924013607010485
S1383586608004784
S0019483213000394
S0960977602904595
S0378111913009980
S0369811408001557
S174868150600194X
S0003448708001534
S0375960108009973
S1051200411000704
S0022282807009509
S0304395911002727
S0266353802001422
S0163445305005876
S0925477302003441
S0195666306003631
S187704281100766X
S0079678605000324
S0190740907002496
S1053811910015478
S019566630600239X
S0022510X12004418
S0009912010004194
S1381116907006917
S0012160607005969
S0022311509000579
S0925838808018811
S0195666306002790
S0006291X07017524
S1532045608003335
S095980491000300X
S0893608011002012
S1472648309001278
